duration_1,duration_2,duration_3,duration_4,duration_5,loudness_level,popularity_level,tempo_class,time_signature,key_mode,artist_song_count,album_freq,movement_index,intensity_level,verbal_density,purity_score,positivity_index,activity_rate,loudness_intensity,happy_dance,acoustics_instrumental,artists_avg_popularity,tempo_vs_genre,energy_rank_pct,loud_energy_ratio,mood_pca,mood_cluster,acoustic_valence_mood_cluster,explicit,signal_strength,mode_indicator,focus_factor,ambient_level,key_sin,key_cos,duration_log,duration_log_z,time_signature_class_boolean,loudness_yeo,is_instrumental,is_dance_hit,temp_zscore,resonance_factor,timbre_index,echo_constant,distorted_movement,signal_power,target_class,target_regression
0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,0.2218242027933286,1.5834225706412417,3.5121849076693,0.0816193244878676,0.0530093787669039,-0.9565976012441048,-0.4298809998961319,1.3174910155910415,0.3700303874440042,0.1626952911481315,-1.2027293141451094,0.1925047448115857,0.4606136738253997,-0.0011758697754176,0.0958238746920021,-0.7462780446486919,-0.009254506736724,-0.0053979792234904,-0.7757928102365876,1.0551654939830015,0.0,0.505,0.0,0.199,0.151,-0.5000000000000004,0.8660254037844384,1.4026925069295269,-0.4184690521807201,1.0,-1.105851750286641,0.0,0.0,0.1626945775644688,1.1748140575856918,0.2844049217001394,1,0.951926887559824,0.505,class_13,0.6169584823667752
0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,0.2218242027933286,1.6115617066114212,3.5121849076693,0.0816193244878676,0.0587716704899355,-1.27751475545796,-0.5112184599445924,1.5610847657067095,-1.2075370123085742,-0.103832089059775,0.5227278032971386,-0.9956854401622034,-0.3028815032060099,-0.0011758697754176,-0.1828246355117886,-1.4491936246321415,-0.0086131469568014,-1.56311249722448,1.2282316753667468,-0.9221413015168112,0.0,0.228,1.0,0.000805,0.384,-0.5000000000000004,0.8660254037844384,1.353870165891428,-0.5869874963028485,1.0,-1.3360527085022431,0.0,0.0,-0.1038316336508821,-1.8789809447538273,0.19645945521487373,1,-0.0968102060319155,0.228,class_13,0.4824586544173183
0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,0.2218242027933286,-0.3581778113011568,3.5121849076693,0.0816193244878676,0.4275583407639542,-1.4188853233923164,-0.3816459945185566,1.254337080375868,-0.6675383913663714,-0.0057940452010718,-1.6133224253803071,-0.4907589934449421,-0.0822801575016309,-0.0011758697754176,-0.0803280183041613,-0.8414657955694144,-0.0092614443467463,-0.6630411943681587,1.2282316753667468,1.0551654939830015,0.0,0.479,1.0,0.0598,0.115,0.8660254037844387,-0.4999999999999998,1.432334716281544,-0.316154028072264,1.0,-1.4304721757402532,0.0,0.0,-0.0057940197883142,-0.3277950558774631,0.8812163011538039,1,-0.7479491707344795,0.479,class_13,0.7514583103162321
0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,0.2218242027933286,-0.0767864515993599,3.5121849076693,-0.5149008301660896,0.266214172519071,-1.4017856485085547,-0.5083811066870879,1.365608299564507,-0.794823780588462,0.3298169650957672,0.5933161106611593,-0.6353921267020746,-0.304440255132388,-0.0011758697754176,0.2705459067471946,-1.4769370936155797,-0.0085323517648645,-1.2867503643164109,-0.7757928102365876,-0.9221413015168112,0.0,0.21,1.0,0.000477,0.139,0.4999999999999999,-0.8660254037844387,1.2459013863523316,-0.959659726982964,1.0,-1.4192582885228897,0.0,0.0,0.3298155185142691,-0.04166002338133474,0.20635404698259174,1,1.142082514419865,0.21,class_13,0.6617917583499274
0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,0.2218242027933286,-1.4837432501083443,1.8291003662988976,-0.4722922476908068,0.456369799379112,-0.5410357348829165,-0.4686581610820258,1.5340187934716356,-0.0349685782626477,0.2590654540293126,0.1436369074924647,0.0515408123737278,-0.3062958092773149,0.7004733539415702,0.1965767590447863,-1.1626275958826202,-0.0090009089079227,-0.4490969741660286,-0.7757928102365876,1.0551654939830015,0.0,0.37,1.0,5.17e-06,0.09,0.0,1.0,1.5719886959203515,0.1658849496537349,1.0,-0.7677571484708097,0.0,0.0,0.2590643177648623,0.01590865839963108,0.7485864553332992,1,1.2400414737114012,0.37,class_13,0.9307914142488412
0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,0.2218242027933286,0.4859962678042338,3.5121849076693,0.0816193244878676,-0.6557525031659748,-1.1208340134997707,-0.4015074673210875,1.1550951821805957,-0.3011107557270192,1.8701384054562535,-0.5025206185096094,-0.5591615776314904,-0.2576629725792057,-0.0011758697754176,1.880918072851104,-1.1369808403272843,-0.0090828689507578,-0.818185055022804,-1.4438009721043656,1.0551654939830015,0.0,0.38,1.0,0.0136,0.145,-0.4999999999999997,-0.8660254037844388,1.316296520534902,-0.7166791931950011,1.0,-1.2265915141515062,0.0,0.0,1.8701302030048872,0.1804960560780812,0.093982212791769,1,1.4417216840175044,0.38,class_13,0.5721252063836229
0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,-2.0896691513416523,-1.4837432501083443,3.5121849076693,0.0816193244878676,-0.1313839563701047,-0.3439918068618937,-0.4714955143395303,1.3926742717995813,-0.0658256423164879,0.7615979925564861,0.2374925522121104,-0.2098052080164328,0.4980218365991891,-0.0011758697754176,0.7219634682087552,-1.1149197686055143,-0.0090213296819795,-0.5461994798511894,-0.4417887293026986,1.0551654939830015,0.0,0.389,1.0,0.202,0.109,0.0,1.0,1.492248450577928,-0.1093517922414519,1.0,-0.5875794595428778,0.0,0.0,0.7615946521777865,0.6104398198094931,0.28666139982619343,1,0.9692137627289188,0.389,class_13,0.3927921024510136
0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.2218242027933286,1.6115617066114212,3.5121849076693,-0.0462064229379803,-0.5462689604283758,-0.117321697937609,-0.496085909237902,0.0995222650126988,0.4201731165314946,1.6552819779319576,0.6840255130649646,-0.0757153491904744,-0.3057476880787627,-0.0011758697754176,1.656290406490326,-1.219649084981658,-0.0088897964104484,-0.3923793951077664,-1.4438009721043656,1.384716626566304,0.0,0.344,1.0,0.00032,0.0958,-0.5000000000000004,0.8660254037844384,1.2974449323111332,-0.7817485907116315,1.0,-0.3603860358398468,0.0,0.0,1.6552747178436764,-0.03540743904535086,0.12455492604707419,1,0.7099106351924992,0.344,class_13,0.3927921024510136
0.0,0.0,0.0,1.0,0.0,4.0,3.0,1.0,0.2218242027933286,-1.4837432501083443,3.5121849076693,0.0816193244878676,0.0126733367056831,-1.1089040077669134,-0.4582545324711762,1.3385423273294326,-0.9336805688307428,-0.2989408058102183,0.3830776201277263,-0.7982905113552905,-0.3034042143380508,-0.0011758697754176,-0.3868065048712339,-1.396259207360346,-0.008741278534563,-1.329920733337817,1.2282316753667468,-0.9221413015168112,0.0,0.261,1.0,0.000749,0.136,0.0,1.0,1.132535877138016,-1.3509596692573669,1.0,-1.2180355551169488,0.0,0.0,-0.2989394946519564,-0.3680582821436807,0.40588324496527683,1,0.75024667725372,0.261,class_13,0.3479588264678613
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.2218242027933286,1.3301703469096244,-0.4550857969895056,-0.5149008301660896,0.6465254262391529,0.2485318112033413,-0.4847364962078843,0.5656584535056448,0.6053155008545358,-0.5048240336754499,0.2055674775698281,0.6978601902491202,-0.3063176392357594,1.4277140889882702,-0.6020528884729608,-0.5256217467042937,-0.0092291563347257,0.372630164895638,0.2262194325650796,-0.2630390363502068,0.0,0.563,1.0,0.0,0.102,-0.8660254037844386,0.5000000000000001,1.5544536041013408,0.1053596588125521,1.0,0.0644938831489148,0.0,0.0,-0.5048218195106733,-0.4075893446596956,0.7622385906287189,1,0.8712548034373824,0.563,class_13,1.4687907260466688
